,Release Group,Worldwide,Domestic,Foreign,Year
1381,Badhaai Ho,26125610.0,0.0,26125610.0,2018
1382,Hichki,26055222.0,330279.0,25724943.0,2018
1383,Champions,25962612.0,0.0,25962612.0,2018
1384,White Boy Rick,25957482.0,24011188.0,1946294.0,2018
1385,"Paul, Apostle of Christ",25915966.0,17560475.0,8355491.0,2018
1386,Keys to the Heart,25375866.0,75134.0,25300732.0,2018
1387,Stan & Ollie,24420923.0,5470235.0,18950688.0,2018
1388,The Witch: Part 1 - The Subversion,24340302.0,0.0,24340302.0,2018
1389,The Accidental Detective 2: In Action,24243825.0,179045.0,24064780.0,2018
1390,Killing for the Prosecution,23929620.0,0.0,23929620.0,2018
1391,Pokémon the Movie: The Power of Us,23740788.0,789170.0,22951618.0,2018
1392,The Guernsey Literary and Potato Peel Pie Society,23148937.0,0.0,23148937.0,2018
1393,The Crimes That Bind,23144130.0,0.0,23144130.0,2018
1394,New Happy Dad and Son 3: Adventure in Russia,23130469.0,0.0,23130469.0,2018
1395,Padmaavat,22991060.0,11846060.0,11145000.0,2018
1396,Won't You Be My Neighbor?,22844741.0,22835787.0,8954.0,2018
1397,Europe Raiders,22435156.0,0.0,22435156.0,2018
1398,Mojin: The Worm Valley,22381583.0,101516.0,22280067.0,2018
1399,Stree,22075730.0,0.0,22075730.0,2018
1400,Star Wars: Episode VIII - The Last Jedi,1332539889.0,620181382.0,712358507.0,2017
1401,Beauty and the Beast,1263521126.0,504014165.0,759506961.0,2017
1402,The Fate of the Furious,1236005118.0,226008385.0,1009996733.0,2017
1403,Despicable Me 3,1034799409.0,264624300.0,770175109.0,2017
1404,Jumanji: Welcome to the Jungle,962077546.0,404515480.0,557562066.0,2017
1405,Spider-Man: Homecoming,880166924.0,334201140.0,545965784.0,2017
1406,Wolf Warrior 2,870325439.0,2721100.0,867604339.0,2017
1407,Guardians of the Galaxy Vol. 2,863756051.0,389813101.0,473942950.0,2017
1408,Thor: Ragnarok,853977126.0,315058289.0,538918837.0,2017
1409,Wonder Woman,822963408.0,412563408.0,410400000.0,2017
1410,Coco,807816196.0,210460015.0,597356181.0,2017
1411,Pirates of the Caribbean: Dead Men Tell No Tales,794861794.0,172558876.0,622302918.0,2017
1412,It,702781748.0,327481748.0,375300000.0,2017
1413,Justice League,661324295.0,229024295.0,432300000.0,2017
1414,Logan,619021436.0,226277068.0,392744368.0,2017
1415,Transformers: The Last Knight,605425157.0,130168683.0,475256474.0,2017
1416,Kong: Skull Island,568652812.0,168052812.0,400600000.0,2017
1417,The Boss Baby,527965936.0,175003033.0,352962903.0,2017
1418,Dunkirk,526045546.0,188045546.0,338000000.0,2017
1419,War for the Planet of the Apes,490719763.0,146880162.0,343839601.0,2017
1420,The Greatest Showman,434993183.0,174340174.0,260653009.0,2017
1421,Kingsman: The Golden Circle,410902662.0,100234838.0,310667824.0,2017
1422,The Mummy,409231607.0,80227895.0,329003712.0,2017
1423,Cars 3,383930656.0,152901115.0,231029541.0,2017
1424,Fifty Shades Darker,381545846.0,114581250.0,266964596.0,2017
1425,Murder on the Orient Express,352789811.0,102826543.0,249963268.0,2017
1426,xXx: Return of Xander Cage,346118277.0,44898413.0,301219864.0,2017
1427,Never Say Die,334530869.0,0.0,334530869.0,2017
1428,The Lego Batman Movie,312150384.0,175750384.0,136400000.0,2017
1429,The Ex-File 3: Return of the Exes,307592427.0,838959.0,306753468.0,2017
1430,Annabelle: Creation,306592201.0,102092201.0,204500000.0,2017
1431,Wonder,305937718.0,132422809.0,173514909.0,2017
1432,Ferdinand,296069199.0,84410380.0,211658819.0,2017
1433,Split,278454358.0,138291365.0,140162993.0,2017
1434,Blade Runner 2049,259154159.0,92054159.0,167100000.0,2017
1435,Kung Fu Yoga,257743016.0,362657.0,257380359.0,2017
1436,Get Out,255407969.0,176040665.0,79367304.0,2017
1437,Baahubali 2: The Conclusion,254158390.0,20186659.0,233971731.0,2017
1438,Journey to the West: The Demons Strike Back,247585244.0,880346.0,246704898.0,2017
1439,Alien: Covenant,240891763.0,74262031.0,166629732.0,2017
1440,Paddington 2,227291591.0,40891591.0,186400000.0,2017
1441,Youth,227091290.0,1891956.0,225199334.0,2017
1442,Baby Driver,226945087.0,107825862.0,119119225.0,2017
1443,Valerian and the City of a Thousand Planets,225874228.0,41189488.0,184684740.0,2017
1444,Geostorm,221900160.0,33700160.0,188200000.0,2017
1445,The Emoji Movie,217776646.0,86089513.0,131687133.0,2017
1446,A Dog's Purpose,205035819.0,64508620.0,140527199.0,2017
1447,Smurfs: The Lost Village,197183546.0,45020282.0,152163264.0,2017
1448,The Shape of Water,195243464.0,63859435.0,131384029.0,2017
1449,Pitch Perfect 3,185400345.0,104897530.0,80502815.0,2017
1450,The Hitman's Bodyguard,183415183.0,75468583.0,107946600.0,2017
1451,Daddy's Home 2,180613180.0,104029443.0,76583737.0,2017
1452,The Post,179769457.0,81903458.0,97865999.0,2017
1453,Baywatch,177856751.0,58060186.0,119796565.0,2017
1454,John Wick: Chapter 2,171539887.0,92029184.0,79510703.0,2017
1455,Ghost in the Shell,169801921.0,40563557.0,129238364.0,2017
1456,"Three Billboards Outside Ebbing, Missouri",160060063.0,54513740.0,105546323.0,2017
1457,Duckweed,152894264.0,471575.0,152422689.0,2017
1458,Darkest Hour,150847207.0,56468410.0,94378797.0,2017
1459,King Arthur: Legend of the Sword,149175066.0,39175066.0,110000000.0,2017
1460,The Foreigner,145374099.0,34393507.0,110980592.0,2017
1461,Power Rangers,142337240.0,85364450.0,56972790.0,2017
1462,Girls Trip,140552359.0,115171585.0,25380774.0,2017
1463,American Made,134866593.0,51342000.0,83524593.0,2017
1464,A Bad Moms Christmas,130560428.0,72110659.0,58449769.0,2017
1465,Happy Death Day,125479266.0,55683845.0,69795421.0,2017
1466,Captain Underpants: The First Epic Movie,125427681.0,73921000.0,51506681.0,2017
1467,The Lego Ninjago Movie,123681555.0,59281555.0,64400000.0,2017
1468,Secret Superstar,122026260.0,0.0,122026260.0,2017
1469,The Commuter,119942387.0,36343858.0,83598529.0,2017
1470,Forever Young,119055731.0,0.0,119055731.0,2017
1471,The Dark Tower,113231078.0,50701325.0,62529753.0,2017
1472,Buddies in India,110155128.0,293194.0,109861934.0,2017
1473,Along With the Gods: The Two Worlds,109383972.0,1908823.0,107475149.0,2017
1474,Immortal Demon Slayer,103818506.0,0.0,103818506.0,2017
1475,Jigsaw,102952888.0,38052832.0,64900056.0,2017
1476,Life,100541806.0,30234022.0,70307784.0,2017
1477,Atomic Blonde,100014025.0,51687870.0,48326155.0,2017
1478,Legend of the Demon Cat,97051623.0,0.0,97051623.0,2017
1479,The Shack,96942115.0,57386418.0,39555697.0,2017
1480,Chasing the Dragon,87965942.0,456854.0,87509088.0,2017
1481,Tiger Zinda Hai,87320000.0,5560921.0,81759079.0,2017
1482,A Taxi Driver,86252940.0,1527829.0,84725111.0,2017
1483,Going in Style,85218541.0,45018541.0,40200000.0,2017
1484,Rings,83080890.0,27793018.0,55287872.0,2017
1485,Once Upon A Time,82886178.0,485728.0,82400450.0,2017
1486,Paradox,79226860.0,0.0,79226860.0,2017
1487,Lady Bird,78965611.0,48958273.0,30007338.0,2017
1488,Fantastica: A Boonie Bears Adventure,77151096.0,0.0,77151096.0,2017
1489,The Nut Job 2: Nutty by Nature,68743485.0,28370522.0,40372963.0,2017
1490,American Assassin,67234188.0,36249674.0,30984514.0,2017
1491,Victoria & Abdul,66558465.0,22245070.0,44313395.0,2017
1492,Suck Me Shakespeer 3,64236772.0,0.0,64236772.0,2017
1493,Detective Conan: Crimson Love Letter,63144805.0,0.0,63144805.0,2017
1494,The Mountain Between Us,62832209.0,30348555.0,32483654.0,2017
1495,The Star,62812974.0,40852824.0,21960150.0,2017
1496,How to Be a Latin Lover,62547032.0,32149404.0,30397628.0,2017
1497,47 Meters Down,62187529.0,44307191.0,17880338.0,2017
1498,"Everything, Everything",61721140.0,34121140.0,27600000.0,2017
1499,Doraemon: Great Adventure in the Antarctic Kachi Kochi,61153455.0,0.0,61153455.0,2017
1500,Snatched,60845711.0,45852178.0,14993533.0,2017
1501,The Founding of an Army,60600361.0,0.0,60600361.0,2017
1502,My Little Pony: The Movie,60330833.0,21885107.0,38445726.0,2017
1503,Molly's Game,59284015.0,28780744.0,30503271.0,2017
1504,Xian yi ren X de xian shen,59035664.0,686435.0,58349229.0,2017
1505,Shock Wave,58824459.0,0.0,58824459.0,2017
1506,Goldbuster,57628292.0,186135.0,57442157.0,2017
1507,All the Money in the World,56996304.0,25113707.0,31882597.0,2017
1508,The Big Sick,56411585.0,42873127.0,13538458.0,2017
1509,Confidential Assignment,55972241.0,475618.0,55496623.0,2017
1510,All Eyez on Me,55668698.0,44922302.0,10746396.0,2017
1511,Downsizing,55003890.0,24449754.0,30554136.0,2017
1512,"I, Tonya",53939297.0,30014539.0,23924758.0,2017
1513,1987: When the Day Comes,53834292.0,0.0,53834292.0,2017
1514,The Outlaws,52946454.0,0.0,52946454.0,2017
1515,Bleeding Steel,48825526.0,0.0,48825526.0,2017
1516,Logan Lucky,48453605.0,27780977.0,20672628.0,2017
1517,Boo 2! A Madea Halloween,48333932.0,47319572.0,1014360.0,2017
1518,Sky Hunter,48065601.0,0.0,48065601.0,2017
1519,Phantom Thread,47756590.0,21198205.0,26558385.0,2017
1520,Rough Night,47347283.0,22105643.0,25241640.0,2017
1521,Son of Bigfoot,47046281.0,289308.0,46756973.0,2017
1522,Three Seconds,46596415.0,0.0,46596415.0,2017
1523,The Thousand Faces of Dunjia,46263237.0,124187.0,46139050.0,2017
1524,The Battleship Island,46183383.0,1104957.0,45078426.0,2017
1525,Hanson and the Beast,46154323.0,0.0,46154323.0,2017
1526,Gintama Live Action the Movie,45746967.0,0.0,45746967.0,2017
1527,Guilty of Mind,45698503.0,0.0,45698503.0,2017
1528,Flatliners,45158254.0,16883115.0,28275139.0,2017
1529,Bad Genius,44560421.0,0.0,44560421.0,2017
1530,Mother!,44516999.0,17800004.0,26716995.0,2017
1531,Wind River,43980821.0,33800859.0,10179962.0,2017
1532,Battle of Memories,43892362.0,594552.0,43297810.0,2017
1533,The Snowman,43155261.0,6700035.0,36455226.0,2017
1534,Gifted,43046590.0,24801212.0,18245378.0,2017
1535,Loving Vincent,42187665.0,6735118.0,35452547.0,2017
1536,Call Me by Your Name,42112584.0,18095701.0,24016883.0,2017
1537,Mary and the Witch's Flower,41978431.0,2418404.0,39560027.0,2017
1538,T2 Trainspotting,41681746.0,2402004.0,39279742.0,2017
1539,Fist Fight,41187017.0,32187017.0,9000000.0,2017
1540,The Circle,40656399.0,20497844.0,20158555.0,2017
1541,Diary of a Wimpy Kid: The Long Haul,40140972.0,20738724.0,19402248.0,2017
1542,Brotherhood of Blades 2,39966092.0,14204.0,39951888.0,2017
1543,Midnight Runners,39730433.0,0.0,39730433.0,2017
1544,The King,37886707.0,0.0,37886707.0,2017
1545,Pokémon the Movie: I Choose You!,37552144.0,2401722.0,35150422.0,2017
1546,Home Again,37270721.0,27020284.0,10250437.0,2017
1547,The Adventurers,36796816.0,216556.0,36580260.0,2017
1548,"Tad, the Lost Explorer, and the Secret of King Midas",35704046.0,5874.0,35698172.0,2017
1549,Hostiles,35669017.0,29819114.0,5849903.0,2017
1550,Namiya,35351623.0,70814.0,35280809.0,2017
1551,Destiny: The Tale of Kamakura,35166640.0,0.0,35166640.0,2017
1552,The Liquidator,35046130.0,0.0,35046130.0,2017
1553,Kidnap,34814102.0,30971040.0,3843062.0,2017
1554,R.A.I.D. Special Unit,34598750.0,0.0,34598750.0,2017
1555,The House,34284504.0,25584504.0,8700000.0,2017
1556,I Want to Eat Your Pancreas,33748006.0,277019.0,33470987.0,2017
1557,Perfect Strangers,33262366.0,1014507.0,32247859.0,2017
1558,Sleepless,32917353.0,20783704.0,12133649.0,2017
1559,Hindi Medium,32841493.0,0.0,32841493.0,2017
1560,Steel Rain,32783733.0,0.0,32783733.0,2017
1561,The House That Never Dies II,32433588.0,0.0,32433588.0,2017
1562,The Invisible Guest,31191910.0,0.0,31191910.0,2017
1563,This Is Not What I Expected,30996615.0,337670.0,30658945.0,2017
1564,The Last Warrior,30618274.0,0.0,30618274.0,2017
1565,Reset 2017 Re-release,29949252.0,108970.0,29840282.0,2017
1566,The Bye Bye Man,29874280.0,22395806.0,7478474.0,2017
1567,The Disaster Artist,29820616.0,21120616.0,8700000.0,2017
1568,The Swindlers,29721916.0,241916.0,29480000.0,2017
1569,Alibi.com,29370592.0,0.0,29370592.0,2017
1570,Sword Art Online the Movie: Ordinal Scale,29322339.0,1522976.0,27799363.0,2017
1571,Recep Ivedik 5,28952258.0,0.0,28952258.0,2017
1572,Judwaa 2,28733523.0,1431255.0,27302268.0,2017
1573,The Fortress,28645448.0,252895.0,28392553.0,2017
1574,What Happened to Monday,27975429.0,0.0,27975429.0,2017
1575,Monster Family,27890108.0,127259.0,27762849.0,2017
1576,The Beguiled,27869129.0,10709995.0,17159134.0,2017
1577,CHIPS,26800152.0,18600152.0,8200000.0,2017
1578,A Cure for Wellness,26620002.0,8106986.0,18513016.0,2017
1579,Only the Brave,26351322.0,18343983.0,8007339.0,2017
1580,Twenty Two,26289378.0,46796.0,26242582.0,2017
1581,The Zookeeper's Wife,26152835.0,17571660.0,8581175.0,2017
1582,The Bride of Badrinath,26134309.0,1993259.0,24141050.0,2017
1583,A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,25960664.0,0.0,25960664.0,2017
1584,Love Off the Cuff,25959989.0,0.0,25959989.0,2017
1585,Father Figures,25701244.0,17501244.0,8200000.0,2017
1586,Fireworks,25672406.0,525280.0,25147126.0,2017
1587,Money,25403753.0,0.0,25403753.0,2017
1588,Leap! 2017 Re-release,25376094.0,21858070.0,3518024.0,2017
1589,The Death of Stalin,24646055.0,8047856.0,16598199.0,2017
1590,The 8-Year Engagement,24425963.0,0.0,24425963.0,2017
1591,Jolly LLB 2,24214186.0,1654254.0,22559932.0,2017
1592,I Can Speak,24024444.0,63239.0,23961205.0,2017
1593,Wish Upon,23468586.0,14301505.0,9167081.0,2017
1594,Detroit,23355100.0,16790139.0,6564961.0,2017
1595,Extraordinary Mission,22757764.0,54174.0,22703590.0,2017
1596,The Glass Castle,22088533.0,17273059.0,4815474.0,2017
1597,Épouse-moi mon pote,21571464.0,0.0,21571464.0,2017
1598,The Prison,21205329.0,207481.0,20997848.0,2017
1599,One Hundred Thousand Bad Jokes 2,20460352.0,0.0,20460352.0,2017
1600,Captain America: Civil War,1153296293.0,408084349.0,745211944.0,2016
1601,Rogue One: A Star Wars Story,1056057273.0,532177324.0,523879949.0,2016
1602,Finding Dory,1028570889.0,486295561.0,542275328.0,2016
1603,Zootopia,1023784195.0,341268248.0,682515947.0,2016
1604,The Jungle Book,966550600.0,364001123.0,602549477.0,2016
1605,The Secret Life of Pets,875697467.0,368623860.0,507073607.0,2016
1606,Batman v Superman: Dawn of Justice,874360194.0,330360194.0,544000000.0,2016
1607,Fantastic Beasts and Where to Find Them,816037575.0,234037575.0,582000000.0,2016
1608,Deadpool,782612155.0,363070709.0,419541446.0,2016
1609,Suicide Squad,749200054.0,325100054.0,424100000.0,2016
1610,Doctor Strange,677718395.0,232641920.0,445076475.0,2016
1611,Moana,643331111.0,248757044.0,394574067.0,2016
1612,Sing,634151679.0,270395425.0,363756254.0,2016
1613,The Mermaid,553810228.0,3232685.0,550577543.0,2016
1614,X-Men: Apocalypse,543934105.0,155442489.0,388491616.0,2016
1615,Kung Fu Panda 3,521170825.0,143528619.0,377642206.0,2016
1616,La La Land,447407695.0,151101803.0,296305892.0,2016
1617,Warcraft,439048914.0,47365290.0,391683624.0,2016
1618,Jason Bourne,415484914.0,162434410.0,253050504.0,2016
1619,Ice Age: Collision Course,408579038.0,64063008.0,344516030.0,2016
1620,Independence Day: Resurgence,389681935.0,103144286.0,286537649.0,2016
1621,Your Name.,357986087.0,5017246.0,352968841.0,2016
1622,The Legend of Tarzan,357243061.0,126643061.0,230600000.0,2016
1623,The Angry Birds Movie,352333929.0,107509366.0,244824563.0,2016
1624,Trolls,347013487.0,153856089.0,193157398.0,2016
1625,Star Trek Beyond,343471816.0,158848340.0,184623476.0,2016
1626,The Great Wall,334933831.0,45540830.0,289393001.0,2016
1627,Now You See Me 2,334897606.0,65075540.0,269822066.0,2016
1628,The Conjuring 2,321370008.0,102470008.0,218900000.0,2016
1629,Resident Evil: The Final Chapter,312242626.0,26830068.0,285412558.0,2016
1630,Dangal,303723636.0,12391761.0,291331875.0,2016
1631,Passengers,303144152.0,100014699.0,203129453.0,2016
1632,Alice Through the Looking Glass,299457024.0,77041381.0,222415643.0,2016
1633,Miss Peregrine's Home for Peculiar Children,296482446.0,87242834.0,209239612.0,2016
1634,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848.0,82051601.0,163572247.0,2016
1635,Sully,243870033.0,125070033.0,118800000.0,2016
1636,Assassin's Creed,240697856.0,54647948.0,186049908.0,2016
1637,Hidden Figures,235956898.0,169607287.0,66349611.0,2016
1638,Ghostbusters,229147509.0,128350574.0,100796935.0,2016
1639,Inferno,220021259.0,34343574.0,185677685.0,2016
1640,Central Intelligence,216940871.0,127440871.0,89500000.0,2016
1641,Bridget Jones's Baby,211952420.0,24252420.0,187700000.0,2016
1642,Me Before You,208445075.0,56245075.0,152200000.0,2016
1643,London Has Fallen,205754447.0,62524260.0,143230187.0,2016
1644,Arrival,203388186.0,100546139.0,102842047.0,2016
1645,The BFG,195243411.0,55483770.0,139759641.0,2016
1646,The Monkey King 2,193678298.0,709982.0,192968316.0,2016
1647,Bad Moms,183936074.0,113257297.0,70678777.0,2016
1648,Storks,183679278.0,72679278.0,111000000.0,2016
1649,From Vegas to Macau III,181732879.0,0.0,181732879.0,2016
1650,Hacksaw Ridge,180563636.0,67209615.0,113354021.0,2016
1651,Allegiant,179246868.0,66184051.0,113062817.0,2016
1652,Operation Mekong,173839072.0,800012.0,173039060.0,2016
1653,The Girl on the Train,173185859.0,75395035.0,97790824.0,2016
1654,The Huntsman: Winter's War,164989338.0,48390190.0,116599148.0,2016
1655,The Magnificent Seven,162360636.0,93432655.0,68927981.0,2016
1656,Jack Reacher: Never Go Back,162146076.0,58697076.0,103449000.0,2016
1657,Don't Breathe,157761002.0,89217875.0,68543127.0,2016
1658,The Accountant,155560045.0,86260045.0,69300000.0,2016
1659,Lights Out,149368835.0,67268835.0,82100000.0,2016
1660,Time Raiders,145819137.0,0.0,145819137.0,2016
1661,Pete's Dragon,143695338.0,76233151.0,67462187.0,2016
1662,Sausage Party,140705322.0,97685686.0,43019636.0,2016
1663,Lion,140312928.0,51738905.0,88574023.0,2016
1664,Skiptrace,136579287.0,0.0,136579287.0,2016
1665,Mechanic: Resurrection,125729635.0,21218403.0,104511232.0,2016
1666,Deepwater Horizon,121790373.0,61433527.0,60356846.0,2016
1667,Allied,119520023.0,40098064.0,79421959.0,2016
1668,I Belonged to You,119107580.0,744541.0,118363039.0,2016
1669,The Shallows,119100758.0,55124043.0,63976715.0,2016
1670,The Purge: Election Year,118587880.0,79213375.0,39374505.0,2016
1671,Why Him?,118102725.0,60323786.0,57778939.0,2016
1672,Book of Love,114679097.0,0.0,114679097.0,2016
1673,Office Christmas Party,114501299.0,54767494.0,59733805.0,2016
1674,How to Be Single,112543513.0,46843513.0,65700000.0,2016
1675,10 Cloverfield Lane,110216998.0,72082998.0,38134000.0,2016
1676,Neighbors 2: Sorority Rising,108007109.0,55455765.0,52551344.0,2016
1677,Cold War 2,103197501.0,560824.0,102636677.0,2016
1678,Railroad Tigers,102205175.0,218044.0,101987131.0,2016
1679,Some Like It Hot,95721752.0,100026.0,95621726.0,2016
1680,Dirty Grandpa,94073028.0,35593113.0,58479915.0,2016
1681,Ben-Hur,94061311.0,26410477.0,67650834.0,2016
1682,Money Monster,93282604.0,41012075.0,52270529.0,2016
1683,Train to Busan,92742323.0,2129768.0,90612555.0,2016
1684,My Big Fat Greek Wedding 2,90632641.0,59689605.0,30943036.0,2016
1685,Collateral Beauty,88616021.0,31016021.0,57600000.0,2016
1686,Line Walker,88228755.0,0.0,88228755.0,2016
1687,Sultan,87280000.0,6200000.0,81080000.0,2016
1688,War Dogs,86434523.0,43034523.0,43400000.0,2016
1689,Big Fish & Begonia,85409373.0,0.0,85409373.0,2016
1690,Nerve,85251425.0,38583626.0,46667799.0,2016
1691,Leap!,84197417.0,2844490.0,81352927.0,2016
1692,Ouija: Origin of Evil,81705746.0,35144505.0,46561241.0,2016
1693,Underworld: Blood Wars,81093313.0,30353973.0,50739340.0,2016
1694,Manchester by the Sea,78988148.0,47695371.0,31292777.0,2016
1695,The Boss,78844582.0,63285885.0,15558697.0,2016
1696,Shin Godzilla,77947607.0,1918403.0,76029204.0,2016
1697,Mike and Dave Need Wedding Dates,77068246.0,46009673.0,31058573.0,2016
1698,Kubo and the Two Strings,76249438.0,48023088.0,28226350.0,2016
1699,Quo vado?,75878701.0,0.0,75878701.0,2016
1700,Boo! A Madea Halloween,74827344.0,73206343.0,1621001.0,2016
1701,Miracles from Heaven,73983003.0,61705123.0,12277880.0,2016
1702,The Nice Guys,71261763.0,36261763.0,35000000.0,2016
1703,I Am Not Madame Bovary,70826207.0,436798.0,70389409.0,2016
1704,See You Tomorrow,70065569.0,0.0,70065569.0,2016
1705,One Piece Film: Gold,66207073.0,423593.0,65783480.0,2016
1706,Moonlight,65172611.0,27854932.0,37317679.0,2016
1707,Monster Trucks,64493915.0,33370166.0,31123749.0,2016
1708,Fences,64414761.0,57682904.0,6731857.0,2016
1709,"Hail, Caesar!",63647656.0,30498085.0,33149571.0,2016
